,Rk,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
350,338,Josip Stanišić,DF,hr Croatia,24-081,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,5,5,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.22,0.19,0.22,Matches
351,339,Taras Stepanenko,MF,ua Ukraine,34-319,1989,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
352,340,Leonidas Stergiou,DF,ch Switzerland,22-111,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
353,341,Petar Stojanović,MF,si Slovenia,28-259,1995,2,2,141,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,4,5,1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
354,342,John Stones,DF,eng England,30-025,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
355,343,Thomas Strakosha,GK,al Albania,29-095,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
356,344,Dávid Strelec,FW,sk Slovakia,23-079,2001,2,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches
357,345,Luka Sučić,"MF,FW",hr Croatia,21-288,2002,2,0,71,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,5,3,2,0.0,0.0,0.0,0.0,0.0,0.7,0.14,0.84,0.7,0.84,Matches
358,346,Heorhiy Sudakov,MF,ua Ukraine,21-295,2002,2,2,172,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,8,7,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches
359,347,Pavel Šulc,MF,cz Czechia,23-176,2000,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
360,348,Tomáš Suslov,FW,sk Slovakia,22-015,2002,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
361,349,Josip Šutalo,DF,hr Croatia,24-115,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,10,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches
362,350,Karol Świderski,FW,pl Poland,27-151,1997,2,0,67,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0,0,5,0.0,0.0,0.0,0.0,0.0,0.39,0.82,1.21,0.39,1.21,Matches
364,351,Serhiy Sydorchuk,MF,ua Ukraine,33-051,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
365,352,Attila Szalai,DF,hu Hungary,26-154,1998,1,1,78,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
366,353,Wojciech Szczęsny,GK,pl Poland,34-065,1990,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
367,354,Dominik Szoboszlai,MF,hu Hungary,23-241,2000,2,2,180,2.0,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,1,4,6,0.0,0.5,0.5,0.0,0.5,0.06,0.49,0.55,0.06,0.55,Matches
368,355,Sebastian Szymański,MF,pl Poland,25-043,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
369,356,Dušan Tadić,MF,rs Serbia,35-215,1988,2,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches
370,357,Jonathan Tah,DF,de Germany,28-132,1996,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches
371,358,Maksym Talovierov,MF,ua Ukraine,23-360,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
372,359,Aurélien Tchouaméni,MF,fr France,24-147,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,11,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
373,360,Marcus Thuram,FW,fr France,26-321,1997,2,2,164,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,5,5,12,0.0,0.0,0.0,0.0,0.0,0.19,0.04,0.23,0.19,0.23,Matches
374,361,Youri Tielemans,MF,be Belgium,27-046,1997,1,0,17,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
375,362,Kieran Tierney,DF,sct Scotland,27-017,1997,2,2,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
376,363,Ferrán Torres,FW,es Spain,24-114,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.16,0.45,0.61,0.16,0.61,Matches
377,364,Gernot Trauner,DF,at Austria,32-089,1992,2,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,8,0,1.0,0.0,1.0,1.0,1.0,0.08,0.0,0.08,0.08,0.08,Matches
378,365,Kieran Trippier,DF,eng England,33-277,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
379,366,Leandro Trossard,"FW,MF",be Belgium,29-201,1994,1,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,3,1,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,Matches
380,367,Anatolii Trubin,GK,ua Ukraine,22-326,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
381,368,Heorhii Tsitaishvili,DF,ge Georgia,23-217,2000,1,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,6,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.25,0.07,0.25,Matches
382,369,Viktor Tsyhankov,FW,ua Ukraine,26-220,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,6,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches
383,370,Oleksandr Tymchyk,DF,ua Ukraine,27-154,1997,2,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
384,371,Deniz Undav,MF,de Germany,27-339,1996,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
385,372,Dayot Upamecano,DF,fr France,25-239,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
386,373,Kacper Urbanski,"FW,MF",pl Poland,19-289,2004,2,1,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
387,374,Virgil van Dijk,DF,nl Netherlands,32-350,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
388,375,Barnabás Varga,FW,hu Hungary,30-149,1994,2,2,176,2.0,1,0,1,1,0,0,1,0,1.2,1.2,0.0,1.2,1,5,9,0.51,0.0,0.51,0.51,0.51,0.63,0.0,0.63,0.63,0.63,Matches
390,376,Ruben Vargas,"MF,FW",ch Switzerland,25-322,1998,2,2,147,1.6,0,0,0,0,0,0,0,0,0.7,0.7,0.8,1.4,7,7,9,0.0,0.0,0.0,0.0,0.0,0.4,0.48,0.89,0.4,0.89,Matches
391,377,Denis Vavro,DF,sk Slovakia,28-073,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
392,378,Joey Veerman,MF,nl Netherlands,25-216,1998,2,1,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
393,379,Miloš Veljković,DF,rs Serbia,28-270,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
394,380,Micky van de Ven,DF,nl Netherlands,23-064,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
395,381,Benjamin Verbič,MF,si Slovenia,30-208,1993,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches
396,382,Bart Verbruggen,GK,nl Netherlands,21-309,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
397,383,Jannik Vestergaard,DF,dk Denmark,31-324,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,10,1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
398,384,Žan Vipotnik,FW,si Slovenia,22-096,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
399,385,Vitinha,MF,pt Portugal,24-130,2000,1,1,89,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,2,10,3,0.0,0.0,0.0,0.0,0.0,0.15,0.09,0.24,0.15,0.24,Matches
400,386,Dušan Vlahović,"MF,FW",rs Serbia,24-146,2000,2,2,153,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,7,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
401,387,Stefan de Vrij,DF,nl Netherlands,32-138,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
402,388,Kyle Walker,DF,eng England,34-025,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
403,389,Ollie Watkins,FW,eng England,28-175,1995,1,0,22,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.75,Matches
404,390,Wout Weghorst,FW,nl Netherlands,31-320,1992,2,0,22,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,4.09,0.0,4.09,4.09,4.09,0.53,0.0,0.53,0.53,0.53,Matches
405,391,Silvan Widmer,DF,ch Switzerland,31-109,1993,2,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
406,392,Georginio Wijnaldum,MF,nl Netherlands,33-224,1990,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
407,393,Nico Williams,FW,es Spain,21-346,2002,2,2,144,1.6,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,11,5,19,0.0,0.0,0.0,0.0,0.0,0.23,0.33,0.56,0.23,0.56,Matches
408,394,Patrick Wimmer,"MF,FW",at Austria,23-023,2001,2,0,76,0.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,2,7,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.2,0.12,0.2,Matches
409,395,Jonas Wind,FW,dk Denmark,25-136,1999,2,2,138,1.5,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.1,0,2,16,0.0,0.65,0.65,0.0,0.65,0.2,0.51,0.71,0.2,0.71,Matches
410,396,Florian Wirtz,FW,de Germany,21-050,2003,2,2,119,1.3,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,7,9,16,0.76,0.0,0.76,0.76,0.76,0.19,0.04,0.23,0.19,0.23,Matches
411,397,Maximilian Wöber,DF,at Austria,26-139,1998,1,1,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
412,398,Granit Xhaka,MF,ch Switzerland,31-269,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,12,3,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches
413,399,Lamine Yamal,FW,es Spain,16-345,2007,2,2,155,1.7,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,12,4,10,0.0,0.58,0.58,0.0,0.58,0.29,0.5,0.79,0.29,0.79,Matches
414,400,Roman Yaremchuk,FW,ua Ukraine,28-208,1995,2,0,52,0.6,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,2,2,6,1.73,0.0,1.73,1.73,1.73,0.42,0.14,0.56,0.42,0.56,Matches
416,401,Andriy Yarmolenko,"FW,MF",ua Ukraine,34-243,1989,2,1,94,1.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4,5,9,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,Matches
417,402,Yusuf Yazıcı,FW,tr Türkiye,27-145,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.03,1.03,1.03,Matches
418,403,Kenan Yıldız,FW,tr Türkiye,19-049,2005,1,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,11,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches
419,404,Illia Zabarnyi,DF,ua Ukraine,21-295,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
420,405,Mattia Zaccagni,"FW,MF",it Italy,29-006,1995,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
421,406,Nicola Zalewski,DF,pl Poland,22-151,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,11,4,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.11,0.05,0.11,Matches
422,407,Piotr Zieliński,MF,pl Poland,30-033,1994,2,2,163,1.8,0,1,1,0,0,0,0,0,0.4,0.4,0.3,0.6,11,6,6,0.0,0.55,0.55,0.0,0.55,0.19,0.14,0.33,0.19,0.33,Matches
423,408,Oleksandr Zinchenko,DF,ua Ukraine,27-190,1996,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,3,11,6,0.0,0.5,0.5,0.0,0.5,0.02,0.12,0.14,0.02,0.14,Matches
424,409,Andrija Živković,DF,rs Serbia,27-347,1996,2,2,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,7,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.35,Matches
425,410,Budu Zivzivadze,MF,ge Georgia,30-104,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.35,0.0,1.35,1.35,1.35,Matches
426,411,Martín Zubimendi,MF,es Spain,25-141,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
427,412,Oleksandr Zubkov,FW,ua Ukraine,27-324,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
